A*,Academy of Management Journal,0001-4273,#N/A,MG,FT,UTD,,,Green,STAR,11.254,AoM
A*,Academy of Management Review,0363-7425,#N/A,MG,FT,UTD,,,Green,STAR,13.277,AoM
A*,The Accounting Review,0001-4826,#N/A,ACC,FT,UTD,,,White,STAR,4.411,AAA
A*,"Accounting, Organizations and Society",0361-3682,#N/A,ACC,FT,,Hybrid,,Green,STAR,3.916,Elsevier
A*,Administrative Science Quarterly,0001-8392,1930-3815,MG,FT,UTD,,Hybrid,Green,STAR,8.663,Sage
